resp RT id s1 s2 phi1 phi2
s 4.6441 vp02 7.9 8.3 3.5875547163 1.3877485124
s 2.6361 vp02 6.3 6.3 4.23080576894 6.07834761566
d 0.8903 vp02 5.9 7.9 4.81314744503 4.73425237149
s 1.0677 vp02 7.5 7.5 5.7915002978 3.99278860458
d 1.564 vp02 6.7 6.7 5.48422578183 3.60539250707
s 2.7884 vp02 9.1 9.1 2.95343945585 3.66489834247
s 2.4155 vp02 7.1 6.7 5.63853637088 1.2192223143
s 6.7163 vp02 5.9 5.9 5.70177327052 4.86655522223
d 0.8911 vp02 8.3 6.7 5.28485160593 4.3373894994
d 2.2275 vp02 8.3 8.3 0.682008740545 2.86671235151
d 1.8996 vp02 6.3 7.1 3.62726969347 4.14606027666
s 3.1722 vp02 5.9 5.9 5.94487173902 5.556717391
d 0.6758 vp02 7.1 7.5 3.12061602388 1.81197740364
d 1.2759 vp02 7.9 7.9 6.05272904531 0.293488717501
s 0.9794 vp02 6.7 6.7 0.303454658793 4.05466377161
s 2e-04 vp02 7.9 8.3 2.97486911422 1.43278104829
s 0.6085 vp02 7.5 8.3 4.7663544361 2.92315918627
s 2.7 vp02 8.7 8.3 2.99609735271 6.09117730149
s 0.6354 vp02 9.1 9.1 4.59997977343 0.994342702923
s 4.2274 vp02 8.7 8.7 1.87161043534 4.3239845474
s 0.6515 vp02 6.7 7.1 3.59566503494 2.47908073475
d 0.9633 vp02 6.7 8.3 2.08327077968 0.650020213892
s 0.7232 vp02 9.1 9.1 0.880288367559 5.84802133425
s 0.9397 vp02 6.7 6.3 0.289033089074 1.96156297504
d 1.2121 vp02 9.1 9.1 1.29572369266 4.44131063402
s 8.556 vp02 5.9 6.3 3.90098240974 1.85583858435
d 1.964 vp02 7.1 6.7 1.01804255313 3.58430262904
s 0.612 vp02 6.7 7.1 6.18451380613 0.989862109083
s 3.0665 vp02 8.3 7.5 2.65979582881 2.68094301894
d 2.0999 vp02 8.3 7.1 1.61113811809 6.07001423233
s 0.9881 vp02 7.5 6.3 3.8738936146 0.245578064357
d 5.4675 vp02 8.7 8.7 0.671974729555 4.5764146689
d 6.1956 vp02 6.7 7.1 2.68672435864 0.616997718174
s 6.2919 vp02 6.3 6.7 3.56218918723 2.24758132536
s 0.4594 vp02 7.1 7.1 3.49211080452 3.29273554586
d 0.5315 vp02 6.7 7.9 4.56329411397 5.44593321191
s 0.9583 vp02 9.1 9.1 5.60291408807 2.29352205432
s 0.7473 vp02 8.7 8.3 4.12157830236 5.94430072964
s 0.8281 vp02 8.3 9.1 0.253461561642 4.75147636958
d 1.1318 vp02 6.7 7.5 1.78281723901 2.05906786529
d 1.8597 vp02 7.5 6.3 4.42201733256 4.88919347506
s 0.761 vp02 8.3 8.3 1.69526555889 1.26182987776
d 0.6768 vp02 8.7 6.3 4.55171735112 0.0454037566081
d 0.7069 vp02 7.9 6.7 2.23381257197 3.53073851503
s 6.4196 vp02 8.3 7.9 4.29224818981 5.91140023065
s 1.4673 vp02 6.7 7.1 4.31767699084 4.52707087139
s 2.7394 vp02 6.7 6.3 2.84455503286 1.13951182726
s 0.7481 vp02 8.3 8.3 1.06930355293 1.81035130103
s 0.6759 vp02 7.5 7.5 3.51964910704 5.19710479949
s 7.0608 vp02 6.7 6.7 1.63462804879 6.27054172205
d 0.6037 vp02 7.9 5.9 4.62411105006 1.77114130813
d 1.6186 vp02 5.9 7.1 6.09130137416 0.21998022427
d 5.1321 vp02 6.7 7.5 3.03776126212 0.527572241979
d 5.4599 vp02 8.7 8.7 3.06621064656 4.008230056
s 0.5468 vp02 6.7 6.3 5.21329060455 5.00225287988
s 1.2197 vp02 9.1 8.7 5.75238637128 3.00388581529
s 0.8756 vp02 7.5 8.3 4.38545473436 1.89780747526
d 1.7556 vp02 7.5 6.7 3.37017150147 3.05017551952
d 1.6275 vp02 7.5 8.7 5.70262998426 4.06904620191
d 2.0914 vp02 7.1 7.1 1.46092735276 5.25240343084
s 0.2673 vp02 8.7 8.7 0.408242098312 2.61165943812
s 0.2907 vp02 6.3 6.3 4.56187893539 4.87877649395
s 0.5555 vp02 8.7 8.3 3.09514847655 4.27615620275
d 7.1797 vp02 7.1 9.1 0.382115816285 3.93524593131
s 2.1557 vp02 6.7 6.7 1.37825414429 4.85241725454
s 1.1491 vp02 7.9 8.3 3.92616526255 3.74442172698
d 1.3595 vp02 7.9 6.7 1.88467170798 1.95989942941
d 0.5789 vp02 6.7 8.3 3.56300739649 1.14519908676
s 2.6825 vp02 6.7 6.3 5.10677884286 3.94312999624
s 1.0117 vp02 8.7 8.3 6.19377844885 1.65079301463
s 1.3463 vp02 8.3 9.1 4.04157271742 2.74803924916
s 0.6028 vp02 7.5 8.3 5.73885393418 3.36443685271
d 0.6672 vp02 9.1 7.1 2.13868155464 5.94305817328
s 1.1478 vp02 7.5 7.9 5.24038394606 3.09369428289
s 0.9955 vp02 9.1 8.3 1.45268756451 1.09795945913
s 2.8432 vp02 5.9 6.7 4.90035872304 2.36082949488
s 1.5313 vp02 7.9 7.9 2.43059587935 2.76742189107
s 1.9158 vp02 8.3 7.9 0.420002203433 4.29428923153
s 0.9715 vp02 7.5 7.5 0.192067460352 1.92335958241
d 1.1475 vp02 8.3 6.7 6.20046432627 3.78933087913
s 1.3478 vp02 7.9 7.1 4.14492413396 5.28205383103
d 3.4183 vp02 7.5 8.3 4.73028085505 2.37910754268
s 3.5534 vp02 7.9 7.5 3.63389310379 1.00355937724
s 3.5882 vp02 8.7 7.9 4.57070321001 1.65918168456
s 6.372 vp02 6.7 6.7 3.77075306447 0.715866749747
s 2.5318 vp02 5.9 6.3 2.29642628116 0.0754545115171
d 0.9154 vp02 7.9 6.3 0.732463164404 4.07390284373
d 2.7641 vp02 7.1 6.7 3.69634586134 5.42912071224
s 2.7722 vp02 7.5 7.5 1.64965760698 0.397970703767
s 5.6435 vp02 5.9 6.7 0.758982007734 3.76302465487
d 1.7318 vp02 6.7 7.5 5.40090271933 3.91899670281
s 1.1482 vp02 5.9 6.7 1.39225402131 5.12340466702
s 2.1875 vp02 8.3 7.5 4.10600183649 0.648971622902
s 0.4027 vp02 9.1 8.7 3.77044103436 0.492036263212
d 0.7633 vp02 7.5 7.1 1.3275011561 3.71850469287
d 1.1714 vp02 7.9 7.5 2.57129670255 6.08862790879
s 0.5189 vp02 7.5 7.5 5.49555307444 6.01450568437
s 0.4682 vp02 6.7 6.3 6.25639545483 6.03698852657
d 2.6113 vp02 9.1 7.9 3.13506466671 1.0438532409
d 0.7477 vp02 9.1 7.5 1.53132132554 4.27182786218
s 2.0357 vp02 6.7 6.7 4.71228998523 0.565404285362
d 1.0683 vp02 7.5 8.3 3.12222336938 0.148830514533
s 0.9955 vp02 6.3 6.7 1.77367587132 4.05751678555
d 3.4202 vp02 6.7 7.5 3.95237991232 4.90019392238
s 1.708 vp02 8.7 8.3 5.84046093793 1.56657402404
d 1.1079 vp02 5.9 7.1 6.19679698365 3.4027230364
d 6.4923 vp02 9.1 7.9 0.153873194445 2.68325476672
s 0.6116 vp02 7.1 7.5 5.0288736723 2.6726863206
s 1.2682 vp02 7.1 7.1 4.54760497747 0.619201056946
s 0.5156 vp02 8.7 7.9 4.95011931865 4.23509346504
s 0.7399 vp02 7.9 8.7 0.559413813035 2.82955300826
s 0.4917 vp02 8.3 7.9 2.26424013232 3.88198489092
s 3.6912 vp02 7.5 7.5 0.55982789806 1.40622413067
d 2.7157 vp02 8.7 9.1 3.18479607232 0.806168948489
d 0.4035 vp02 7.9 6.7 6.2257113983 2.60364038008
d 16.8921 vp02 8.3 8.3 2.26065809318 5.16860036518
s 5.58 vp02 8.7 8.3 3.43089763186 5.36229380042
s 5.7248 vp02 8.3 8.3 3.03676611387 0.773609537638
d 0.4839 vp02 7.5 5.9 5.38819432705 0.0208888178234
d 1.1961 vp02 8.7 7.5 5.90615995405 0.527415879311
s 5.1157 vp02 6.7 6.3 3.28300706745 0.99101318987
d 0.4033 vp02 6.7 7.1 3.47891287195 5.1500924478
d 2.8757 vp02 7.5 7.1 1.99403894634 4.91879639624
d 2.0527 vp02 7.1 7.9 1.81666405955 1.89921736369
s 0.924 vp02 7.9 6.7 3.89359786051 6.19024729768
d 0.9238 vp02 7.9 8.7 4.04787941393 3.58987256156
d 0.8836 vp02 8.7 7.1 3.87359598834 1.21656146726
s 2.4667 vp02 6.7 5.9 5.98504950511 5.73797849138
s 5.3066 vp02 7.1 7.5 1.54734192845 5.86616226387
s 2.0839 vp02 7.9 7.9 2.83958452744 3.83147645505
s 0.5958 vp02 9.1 8.7 0.719723235492 2.70812631231
s 2.3316 vp02 6.3 6.3 0.878665498837 6.10332342125
d 14.1233 vp02 6.7 6.3 3.21847124759 5.5208375264
s 0.4441 vp02 8.7 8.7 4.38388029129 3.96613133815
d 0.3876 vp02 7.5 5.9 1.38544718027 2.46509726057
d 1.1397 vp02 7.1 6.3 0.789137372304 5.60307607422
d 0.7958 vp02 7.1 9.1 0.175889093569 0.381989301708
s 0.8036 vp02 5.9 6.3 5.13511719963 0.945145064
d 0.5558 vp02 6.7 7.1 5.43997867899 4.69910924849
d 0.4919 vp02 6.7 9.1 3.88557231841 0.227949419287
s 2.6035 vp02 6.3 6.7 5.8189417763 0.439411785707
s 2.7446 vp02 6.7 7.1 2.17573906893 2.56936699651
s 0.7554 vp02 5.9 6.7 2.09466706436 0.670522376282
d 4.4994 vp02 7.5 6.7 1.78140617551 5.46228286845
s 5.588 vp02 7.1 7.1 3.07376501889 1.18169508844
d 0.5239 vp02 7.5 9.1 0.832614129001 1.42224732977
d 1.4443 vp02 5.9 5.9 5.25944238541 4.40604583914
s 5.0988 vp02 5.9 5.9 4.46576006808 5.125113697
d 1.1479 vp02 5.9 6.3 5.11220773107 0.628260455273
s 0.7151 vp02 5.9 6.7 4.22568809468 1.64238466079
s 0.9793 vp02 8.3 8.7 0.696455719871 3.80998840431
s 3.7077 vp02 5.9 6.3 0.335258789853 0.885502696831
d 1.2984 vp02 7.9 7.5 5.20789029358 1.15111743882
d 0.1961 vp02 9.1 6.7 1.04902089848 1.77189837102
s 0.8678 vp02 8.3 8.3 2.35154404188 5.5710518382
d 2.8433 vp02 8.3 8.7 3.53769038318 1.30862161015
s 2.6405 vp02 8.3 8.3 2.21259929791 3.93707303711
d 12.4267 vp02 6.7 6.7 3.30826888377 0.685613845404
s 6.3636 vp02 5.9 5.9 0.975046469444 4.71938725418
d 1.3719 vp02 8.7 9.1 3.37394637267 0.443156146567
d 8.2915 vp02 7.1 6.7 1.30613294913 0.872689669881
s 3.2514 vp02 8.3 8.3 4.04147037032 4.24382514533
d 1.5152 vp02 6.3 6.3 6.14529047838 5.22092492474
d 0.2604 vp02 7.1 8.3 5.84628371021 1.70790194704
s 0.3794 vp02 9.1 9.1 4.11083180592 2.9210481916
s 0.5633 vp02 8.7 8.3 2.21765084223 2.47124397979
s 2.2437 vp02 6.3 6.3 0.520521056165 5.24578773017
d 0.1394 vp02 8.7 7.1 0.662854034653 0.836707007137
d 0.6914 vp02 6.7 5.9 5.9232315231 5.13645811047
s 0.6839 vp02 9.1 9.1 6.17000301576 3.72636233637
s 0.9401 vp02 7.9 8.7 3.12504513299 5.25426622408
s 0.5312 vp02 8.3 8.3 4.76640023012 3.33331425476
s 0.8668 vp02 6.7 6.7 0.223600092918 4.74853189316
s 0.5394 vp02 9.1 8.7 6.03665064559 0.123400014648
s 3.1881 vp02 9.1 8.3 0.617951577004 4.24518067552
s 3.5963 vp02 6.3 7.1 4.13546930945 0.0943224101198
s 4.3796 vp02 6.7 6.7 5.98948735267 2.07919579052
d 12.6033 vp02 8.3 8.3 4.61506472062 5.52204617291
d 0.5325 vp02 6.3 7.1 0.848595716902 4.13426077301
s 0.7399 vp02 7.9 7.9 5.28247097958 3.31349295091
s 1.6836 vp02 8.3 7.9 0.502651850758 3.97917468894
d 3.1314 vp02 6.7 8.3 0.440908196276 6.10846032424
d 2.2908 vp02 7.5 8.3 5.63871642281 2.90329599781
s 1.3393 vp02 7.9 7.9 1.94550674047 2.1927514041
d 5.8865 vp02 7.5 8.7 0.553793390569 4.28462678496
d 8.8965 vp02 8.3 8.3 6.1932468473 2.7157503391
d 0.5264 vp02 8.3 7.1 0.932678333242 2.55376334069
s 0.7478 vp02 7.9 7.9 1.34974204985 0.280420952021
s 1.0905 vp02 8.7 9.1 1.21122533493 6.13867089632
d 1.2985 vp02 6.3 6.3 4.4726097249 0.688688321575
s 1.1067 vp02 7.1 6.3 0.969308345668 0.998471801961
s 1.003 vp02 6.7 7.1 1.85907254141 4.09419797
s 0.5549 vp02 9.1 9.1 6.01368892272 4.98965515021
s 0.5391 vp02 6.3 6.3 2.77670202997 3.01693855154
d 2.6827 vp02 8.3 7.5 4.81299379642 5.70345970016
s 0.4911 vp02 6.3 6.7 2.05868363026 2.03241984786
d 2.6506 vp02 5.9 7.1 0.243300094557 3.54145230609
s 1.2992 vp02 8.7 7.5 2.39714181147 0.438864442901
s 3.667 vp02 7.1 7.1 4.33292198352 5.4706248413
d 5.2348 vp02 7.5 8.7 6.00951171722 4.12472341775
s 1.5073 vp02 8.3 9.1 1.07360765705 1.78717930964
d 1.2196 vp02 6.7 6.3 2.3634221276 5.08996669088
s 6.3797 vp02 8.7 8.3 0.0236433793311 3.97437774573
d 1.0673 vp02 7.9 6.7 6.15436771665 2.97520313455
s 2.4199 vp02 8.3 6.7 4.81135043276 5.90755918316
s 0.5802 vp02 7.9 7.5 5.22742260052 2.32674419627
s 0.7637 vp02 7.9 8.3 4.83734052463 2.4810648668
s 12.612 vp02 8.7 7.5 1.24156710854 1.97737136772
s 1.1564 vp02 6.3 6.3 4.46640551371 2.45415697372
d 0.3079 vp02 9.1 7.9 4.20079184327 4.63820127912
s 0.4281 vp02 5.9 5.9 5.9404730335 6.16503341809
s 0.6202 vp02 8.7 8.7 6.20066938258 1.59214255
s 0.9949 vp02 7.9 7.1 2.14590022489 4.64325849491
s 0.5236 vp02 7.9 7.9 5.07903088308 0.0372137803483
s 1.612 vp02 5.9 5.9 5.85949088021 3.81508296336
d 0.5953 vp02 8.3 9.1 3.34648772275 0.736281043934
s 1.2616 vp02 9.1 8.7 4.91284590078 6.13209635454
s 5.5475 vp02 8.3 8.3 0.385077936063 1.99096607652
s 0.4435 vp02 8.3 9.1 0.461795115151 5.15663946245
s 1.5001 vp02 9.1 8.7 2.78942313438 0.630458230234
s 0.3787 vp02 7.1 7.1 4.25051918526 2.41811036337
s 0.7397 vp02 7.1 7.1 5.16347177683 0.827662159927
s 2.5003 vp02 8.3 7.9 1.76417619984 0.789188380087
s 0.571 vp02 7.9 8.3 3.05931829762 2.32461451817
s 0.5954 vp02 8.7 8.7 5.42333072846 6.0631865524
d 1.6677 vp02 6.7 7.9 0.34109139512 0.452345132698
d 3.3965 vp02 7.1 7.5 6.09967424911 2.12275575613
d 0.5557 vp02 7.1 8.3 2.62534574779 0.312117283218
d 1.8678 vp02 7.5 6.3 0.825963323891 1.09182229348
s 2.1314 vp02 6.7 6.7 2.91373764863 4.27388148164
s 0.7716 vp02 9.1 8.7 5.76248854756 2.20000825429
s 1.3286 vp02 7.1 7.1 1.56140635824 2.6717320469
d 0.7963 vp02 7.5 7.5 1.12533016494 0.227742339445
s 1.6671 vp02 6.7 6.7 4.7869265106 2.20549000503
s 0.5721 vp02 8.7 8.3 2.31615257061 1.11723553201
d 0.4987 vp02 7.1 5.9 2.11352791392 2.61905629659
s 0.4034 vp02 5.9 5.9 4.87632423764 0.681631719935
d 0.5079 vp02 7.9 5.9 5.56625328309 6.10499383314
s 0.0037 vp02 6.7 6.7 2.5532338792 4.5422515875
s 0.6999 vp02 8.7 9.1 1.0983694159 5.99794078046
d 0.3544 vp02 8.7 7.1 1.53277066454 3.93369565831
s 0.5557 vp02 7.9 7.9 5.23812613299 3.22975758175
d 2.9718 vp02 6.3 5.9 2.71018020587 5.24572639981
s 4.9638 vp02 6.3 7.5 6.09089850117 5.92698595075
s 1.0516 vp02 9.1 8.3 5.89075080864 6.28317971222
d 0.5158 vp02 7.1 7.5 6.00038143439 5.14546085639
s 1.4895 vp02 7.9 7.9 5.53099673771 3.38358927599
s 0.8513 vp02 8.7 8.7 3.33238011672 3.85698976995
s 0.5634 vp02 8.3 8.3 5.60507616482 4.39962231441
s 0.8748 vp02 7.9 7.9 1.93088123621 3.01683011144
d 1.1467 vp02 7.1 7.5 1.60753551341 5.66038677772
s 0.4118 vp02 9.1 8.3 2.84997801731 3.11215738382
d 0.4997 vp02 5.9 7.5 0.607513378121 3.89009043693
s 1.3226 vp02 7.5 7.5 4.74152706665 5.59304483775
s 3.5956 vp02 7.9 6.3 1.3693627527 4.91951962972
s 0.6352 vp02 8.3 7.9 3.07841439006 3.7192114438
s 2.5631 vp02 6.7 7.5 5.33315291453 0.951566458664
d 1.2273 vp02 8.7 7.9 1.49026614224 5.25021019763
s 0.7467 vp02 7.1 7.9 3.73504718118 3.92385183181
d 0.2994 vp02 7.9 9.1 3.47553882233 5.54458192426
s 0.5146 vp02 8.7 8.7 0.126542957445 2.19369490241
d 0.5935 vp02 7.1 8.7 0.0258855008491 0.957748017976
s 1.2756 vp02 8.7 8.3 3.7123121463 0.437642951483
s 2.4519 vp02 8.3 8.3 5.99456346283 1.45723027828
d 0.9796 vp02 9.1 7.9 0.0162440960467 5.68200448676
d 1.012 vp02 8.7 9.1 0.309483010597 1.93965547848
d 1.8129 vp02 7.9 8.3 1.76520092333 4.16901876899
s 2.6211 vp02 5.9 5.9 3.22366660889 0.780001496586
d 1.2439 vp02 7.5 7.5 1.36165595486 4.94104977416
s 1.4917 vp02 8.3 7.9 0.772078891343 2.29373311386
d 2.3401 vp02 8.7 6.3 4.47912031154 3.05940335318
s 0.836 vp02 7.1 7.5 5.86546715907 1.9664293489
d 4.0919 vp02 6.7 8.3 4.70482875789 4.8947659797
s 0.605 vp02 7.1 7.1 4.39511072263 0.27926473294
s 0.7882 vp02 8.3 8.7 4.50013476858 3.88594772419
s 0.996 vp02 8.3 8.3 0.855235009679 4.49145911918
d 3.0494 vp02 8.7 8.7 2.19944068295 0.436719046286
s 0.9003 vp02 7.1 8.3 2.92051849541 4.22970842241
s 0.6038 vp02 7.1 7.1 2.52593684882 0.512732663891
d 1.2032 vp02 7.1 8.7 1.39337278155 5.67051472959
s 0.6665 vp02 7.1 7.1 1.47726553331 0.0091849530624
s 6.9395 vp02 5.9 6.7 6.12765213722 6.19740922434
d 0.6357 vp02 6.3 7.9 5.76358541996 1.3257959343
d 3.4601 vp02 5.9 7.1 3.35606864829 1.85220227479
d 4.8197 vp02 7.5 9.1 5.31302408028 4.72621051279
s 3.3241 vp02 7.5 6.7 1.08213817609 2.18320500831
s 0.5775 vp02 7.1 7.5 0.919253233222 0.368190046666
s 2.1802 vp02 7.9 7.5 5.53850873557 4.20889189325
s 3.796 vp02 7.1 7.1 4.39736083978 3.71066958287
d 0.2682 vp02 7.1 6.3 0.281895480008 1.84744806731
s 1.4594 vp02 6.3 6.3 4.44708549614 3.89392411773
d 3.9949 vp02 7.9 7.5 5.12396512704 0.919404269888
s 0.6506 vp02 9.1 8.7 5.68355004438 0.837187745642
s 2.7071 vp02 7.5 7.1 2.95121974119 0.665649730917
d 0.4188 vp02 8.7 9.1 3.09731194906 6.11434014656
s 0.7147 vp02 6.7 6.7 4.54121637472 0.262945756596
d 1.5944 vp02 8.7 7.1 1.02901391007 5.07790737104
s 0.6979 vp02 8.3 9.1 1.21530195483 4.98111684921
s 0.7944 vp02 6.3 5.9 2.88154794057 2.4481139772
d 2.3313 vp02 7.9 8.7 6.23219100934 5.34940681235
d 0.7709 vp02 5.9 7.1 4.56036761448 3.58920012907
s 0.9474 vp02 6.7 6.7 4.75339127426 2.20957977639
s 0.6829 vp02 8.3 7.9 4.96202337533 4.33515213919
d 1.555 vp02 8.7 7.1 0.0234489937796 5.84388835352
s 1.0834 vp02 7.5 7.5 5.55672530113 4.86398822271
s 7.9551 vp02 6.7 6.3 2.28721347551 5.32639734284
d 0.9699 vp02 7.5 6.7 5.31404262006 3.25218384134
s 1.3312 vp02 7.1 7.1 5.29425371447 4.83431045174
s 3.1319 vp02 7.5 7.5 5.90208884678 5.13626063347
s 5.772 vp02 6.7 7.1 6.06003088291 5.12316669092
s 0.3803 vp02 9.1 9.1 6.12847209339 4.84165333243
s 3.252 vp02 5.9 5.9 1.20422351404 2.75559211524
d 1.2758 vp02 8.3 7.9 3.36215877776 3.40815384523
s 0.7563 vp02 7.5 7.5 1.2549243579 0.500415436702
s 2.9962 vp02 7.1 7.1 1.21222784219 3.87530716196
d 0.4758 vp02 7.1 8.3 2.9530077189 1.72354011294
s 3.9562 vp02 9.1 8.3 0.612355000893 1.01223588017
s 9.9159 vp02 7.5 8.3 0.5013183826 1.17589412795
d 1.2355 vp02 8.3 7.5 5.70288025166 2.17767105508
s 4.7169 vp02 6.7 6.3 4.44232826724 4.10038919651
s 4.8758 vp02 9.1 8.3 4.747116694 0.446913060016
s 0.4784 vp02 7.5 6.7 3.0673944892 4.49318685927
s 5.0357 vp02 7.9 7.9 1.4507617613 3.51862640827
d 0.4922 vp02 8.7 7.5 4.33798647779 1.73522354904
d 1.3318 vp02 6.7 7.5 4.00619010646 0.772160803734
d 0.1486 vp02 6.7 8.3 6.1214820307 6.06262117015
d 1.084 vp02 9.1 6.7 3.33501954464 3.95934715574
d 1.1958 vp02 8.7 8.7 3.29670280213 0.275202131983
s 0.7803 vp02 6.3 6.3 1.10219010172 3.00977446886
d 0.8758 vp02 6.3 7.9 6.01932701587 2.62210509874
s 0.4996 vp02 5.9 5.9 2.70018001147 1.6475088852
s 1.6434 vp02 8.7 7.5 1.51238436979 1.78873281096
d 0.6516 vp02 7.1 7.5 4.42805844157 0.848238319582
d 0.8042 vp02 7.9 8.7 2.23163345365 5.4980675016
d 1.2841 vp02 8.7 7.5 3.75976096056 0.810875910073
d 0.5088 vp02 7.5 5.9 4.5236451987 2.30201873738
s 0.6292 vp02 7.5 7.1 3.25133210709 4.85534042554
d 0.4678 vp02 7.9 9.1 6.12534390354 1.83906730704
d 0.804 vp02 6.7 8.3 0.567988570891 1.91396331178
d 5.0182 vp02 7.1 6.7 0.4195695027 4.87616715674
s 0.7313 vp02 8.7 8.7 4.6716255335 3.06435607756
s 4.2047 vp02 5.9 5.9 2.7244864971 0.0496637641783
s 0.4912 vp02 7.9 7.9 5.90286718772 1.22318692273
s 3.4199 vp02 5.9 7.1 5.48772401418 4.19575812191
s 4.4996 vp02 7.1 7.5 2.32940084747 3.90808637815
s 1.2355 vp02 6.7 6.3 3.20921679586 1.31440781776
d 0.6521 vp02 7.5 7.9 1.96614700993 3.25727245913
s 4.5474 vp02 5.9 6.3 3.67658048703 1.09938392394
d 0.6032 vp02 7.1 7.1 1.74228520959 3.82185408235
d 2.0677 vp02 6.7 6.7 6.20688111615 3.31412352112
s 0.5481 vp02 7.5 7.1 3.37827545363 4.30104145723
d 0.7271 vp02 7.1 6.3 4.76160436648 1.20049636325
d 0.4593 vp02 9.1 9.1 3.29227801844 0.7279354078
d 0.3472 vp02 8.3 8.7 1.29343021078 0.779352667486
s 0.3234 vp02 7.5 7.5 3.67913673989 5.29905249376
s 0.899 vp02 9.1 7.9 1.90829898278 5.72962764865
d 0.3144 vp02 6.7 7.9 2.56990314888 6.20897814936
s 0.5388 vp02 5.9 5.9 3.58728083236 6.19219386596
s 0.8505 vp02 7.1 7.1 1.13348645259 2.43323850047
d 0.7308 vp02 9.1 9.1 2.74499578709 3.68147662107
s 0.996 vp02 7.9 8.3 6.15653528664 1.4656888372
s 2.4987 vp02 5.9 5.9 3.89807048139 4.26675069061
s 1.8587 vp02 9.1 8.3 2.44968891132 3.77300216043
s 1.026 vp02 7.5 7.9 5.58599990052 0.881735205785
d 0.4424 vp02 6.7 8.3 6.13348712638 3.0427180573
s 0.547 vp02 7.5 7.1 2.29174062336 4.1166841617
s 1.3431 vp02 7.9 7.9 5.35604542021 4.05875488735
s 0.9801 vp02 8.7 8.7 4.39559783918 5.99694814259
s 2.2215 vp02 8.3 9.1 5.02827894212 5.28158090653
d 4.2355 vp02 8.3 9.1 0.343849233802 2.09672279242
s 11.2119 vp02 6.3 6.3 6.21659759188 1.0748706863
d 6.1394 vp02 7.9 7.9 1.11954162207 5.35112080948
s 2.0277 vp02 7.5 7.5 1.74557448197 4.07388781033
s 0.4921 vp02 7.1 7.1 1.18257062749 0.338844795473
d 0.3168 vp02 7.5 9.1 5.01176589743 1.188627034
s 0.6032 vp02 6.3 7.1 5.80588426213 5.7007264286
d 0.3953 vp02 9.1 7.5 4.49759123 4.50235495779
s 0.8278 vp02 7.1 6.7 0.851200847155 0.0504402439814
d 2.2835 vp02 7.1 8.3 5.29030451694 3.14250856577
s 0.6281 vp02 6.7 6.3 5.55744656181 3.34371638971
s 0.708 vp02 6.3 5.9 1.99650302588 1.55844730145
s 0.7225 vp02 7.5 6.7 0.0176617548126 1.37635013889
d 3.1397 vp02 8.3 8.7 3.76213931314 0.308194061189
d 0.9318 vp02 8.3 9.1 2.81150040049 1.41512727694
s 0.7159 vp02 7.9 7.5 2.80830647835 2.51339648875
d 0.3719 vp02 7.5 8.7 3.82538235273 4.1329943249
s 0.4906 vp02 8.3 8.7 3.59774674158 2.30792007364
s 5.8363 vp02 6.3 7.1 1.94799782359 4.34253850165
d 3.9721 vp02 8.3 7.5 6.23155699638 2.85913154895
d 0.6602 vp02 6.7 7.9 0.881243235937 4.69578188065
s 0.7399 vp02 7.1 7.1 4.21754219835 3.46910990765
s 7.0273 vp02 8.3 8.3 2.5939925269 5.13505701516
s 0.5795 vp02 8.7 8.7 0.245417501234 4.9795356739
s 0.3315 vp02 8.7 8.7 1.05243588472 5.7947498358
s 1.0443 vp02 7.1 6.7 4.24766897441 0.0380155186639
s 0.644 vp02 7.5 7.5 4.35901453146 3.04323602082
d 0.8378 vp02 7.1 7.5 0.958422285772 4.48602613218
s 1.6667 vp02 8.3 8.3 2.68378408153 3.15443768324
s 0.8025 vp02 8.7 8.7 1.12144584963 0.464272939901
s 1.6347 vp02 7.9 7.9 1.7943276453 0.465261314527
d 0.5867 vp02 5.9 7.1 1.41796677035 0.701347487242
d 2.8737 vp02 7.5 7.5 0.190392870899 3.81339830177
s 1.4354 vp02 8.3 7.5 2.57647713137 0.869803194659
s 0.5547 vp02 5.9 6.3 2.24278278902 0.0491547236567
s 1.6589 vp02 6.3 6.3 1.22017625607 1.42509640143
s 1.8824 vp02 7.9 7.5 4.50573921652 2.43399094929
d 1.3544 vp02 9.1 7.5 0.919520069196 0.846266243746
s 0.5709 vp02 8.3 9.1 0.842663622607 4.17410265104
d 0.8183 vp02 8.7 6.7 3.731604227 4.25784905208
s 0.3869 vp02 9.1 8.7 4.94662250277 2.28844898772
s 1.4591 vp02 8.3 8.3 0.661618507131 4.08934167207
d 1.9939 vp02 8.7 7.5 4.17878029317 5.87655931738
s 2.2997 vp02 7.5 7.5 1.32184597431 0.120115893071
s 2.1876 vp02 9.1 9.1 2.32502359514 3.31833936842
d 0.435 vp02 7.1 7.9 5.99486779169 4.5084433528
s 0.1872 vp02 8.7 8.3 2.11252695963 2.54470308898
d 1.0984 vp02 6.3 5.9 5.23686389395 2.03541351742
s 1.2508 vp02 9.1 9.1 0.104349804437 3.43262666947
d 0.9465 vp02 5.9 7.1 0.254962936848 3.07951761535
s 0.9631 vp02 6.3 6.3 2.33399818333 4.77487315278
s 0.739 vp02 8.7 9.1 2.72063977232 4.03649271938
s 0.6105 vp02 8.3 7.9 4.23952464822 3.32518366621
s 1.0179 vp02 8.3 8.3 6.27287800038 3.76701802092
d 0.4829 vp02 7.5 6.3 2.42235265683 4.32193241757
