resp RT id s1 s2 phi1 phi2
s 1.1304 vp02 7.5 8.3 5.39561146287 1.22688658687
s 1.1225 vp02 8.7 9.1 4.68119399923 5.86554173777
d 0.4584 vp02 7.1 6.7 0.948896803693 4.58265829369
s 0.5641 vp02 5.9 6.3 1.94619583603 5.65147475027
s 0.7223 vp02 6.7 6.7 4.45194110423 3.38031120486
d 0.9865 vp02 7.5 7.1 4.20208112085 3.14777915562
d 0.6188 vp02 8.3 8.3 5.86888422204 1.0110708386
s 1.6105 vp02 5.9 5.9 2.28424133783 2.7935961043
s 1.0262 vp02 5.9 5.9 0.673843292995 5.84399003692
d 3.3947 vp02 8.3 8.3 2.26539350437 3.1376978325
s 1.971 vp02 6.7 6.7 1.72561699855 4.64476842569
d 0.6591 vp02 8.7 7.1 0.91324937929 0.897360714499
d 1.3227 vp02 7.5 6.7 4.90669283315 2.61005580302
d 0.9963 vp02 6.7 7.5 3.76864440574 3.81863172901
s 0.7379 vp02 6.7 5.9 1.30345082537 1.83428286781
s 0.8823 vp02 6.7 6.7 4.00613590962 6.1837037502
s 1.1065 vp02 8.7 8.3 2.97514499796 0.238920572969
s 1.1709 vp02 7.1 7.1 1.35298043021 6.04536504229
s 4.3159 vp02 5.9 5.9 1.03543972433 4.98529981006
s 0.8431 vp02 9.1 9.1 5.80756913577 3.80426871455
d 5.42 vp02 7.5 7.5 4.85148901352 3.25118265686
d 3.115 vp02 7.5 6.7 5.40030945367 2.89897057945
d 7.1544 vp02 7.5 7.1 1.53145455266 3.4868785936
s 0.8198 vp02 6.3 6.3 2.31922052189 4.9820995718
d 0.6915 vp02 7.5 5.9 3.38775256988 3.04448736984
d 2.2757 vp02 7.9 7.9 1.3052378675 3.51397936979
s 1.418 vp02 8.3 8.3 4.9004160845 3.8106111388
d 1.6348 vp02 7.5 6.7 0.464970288694 5.49563565689
d 2.1947 vp02 7.9 8.3 5.26967130721 1.33556343236
d 1.5614 vp02 9.1 8.3 4.46952491413 3.75462910823
s 3.5309 vp02 8.3 7.5 6.19144008221 5.21120706534
s 2.5864 vp02 7.5 7.1 1.09861419892 5.55505371324
s 1.0503 vp02 8.3 7.9 4.05415071977 5.73717422332
s 0.9953 vp02 5.9 6.3 4.06865968042 3.55099075597
s 0.644 vp02 5.9 5.9 4.7927517655 3.41416537535
s 0.7952 vp02 9.1 7.9 4.32166410999 5.90286509234
s 1.3629 vp02 6.3 6.3 1.76719506518 4.40189898011
s 4.3387 vp02 8.7 7.9 3.29256327682 5.26743114323
d 3.0835 vp02 6.3 5.9 5.17878116279 2.8364118677
d 0.4192 vp02 5.9 6.7 5.82402084724 2.57662221558
d 0.8991 vp02 5.9 5.9 6.03122440062 0.824029827701
d 0.6196 vp02 6.3 6.7 2.21755633139 4.96726956951
s 1.5872 vp02 7.9 7.1 1.18175925506 5.68562261232
d 0.9952 vp02 7.9 9.1 5.37023677959 3.02947071218
s 1.3371 vp02 7.9 7.1 3.08752585056 3.67470250906
d 0.9319 vp02 6.7 7.5 3.73565003613 3.63776790833
d 0.5161 vp02 7.1 7.5 3.94155469395 5.68154214985
s 1.7475 vp02 7.9 7.9 3.73210820723 3.53564021962
d 0.4341 vp02 7.9 8.3 4.09932275503 0.495262057664
s 5.9784 vp02 8.3 8.3 1.24684042071 0.761133722114
s 7.5067 vp02 6.3 6.7 0.700960600715 5.3655486658
s 0.9065 vp02 6.7 6.7 4.0835673134 5.24375508267
s 0.804 vp02 8.3 7.9 0.103321390609 2.79668255039
s 2.2443 vp02 8.3 8.3 0.543563861632 6.23033289504
s 2.2188 vp02 8.7 8.7 5.15861328933 0.926725810764
d 0.5238 vp02 8.3 7.9 2.44980758927 2.59768743327
d 0.4502 vp02 9.1 8.3 2.32770249306 4.83191122976
d 0.3238 vp02 9.1 7.1 2.23154989164 4.37650441415
d 0.8754 vp02 8.3 9.1 5.15126901891 3.85185170421
d 1.0139 vp02 7.9 7.1 4.30845797753 1.14044440164
d 0.5712 vp02 5.9 7.9 4.95954301135 3.80740312993
s 0.8996 vp02 7.5 7.9 0.221360070299 2.81422461619
d 1.0999 vp02 6.7 7.9 1.94095948303 1.40116198471
s 1.611 vp02 7.5 7.5 5.05409379717 2.89138369576
d 0.9796 vp02 8.3 5.9 1.03261627754 5.27319024132
s 3.396 vp02 6.7 5.9 0.14464054902 3.90984192558
d 2.6114 vp02 9.1 7.5 1.78279185037 3.71511170838
d 2e-04 vp02 9.1 9.1 2.9747897529 1.63021877864
d 0.5172 vp02 6.3 7.5 1.74951647557 5.92261256133
d 0.3397 vp02 6.7 8.7 3.28252893298 2.36231767312
s 1.8667 vp02 7.9 8.7 5.41870075803 3.81768839839
s 0.4672 vp02 8.7 8.7 2.96791607745 3.37233214394
s 2.1474 vp02 8.3 8.3 4.24216186633 5.65788823915
d 0.4037 vp02 6.7 8.3 3.74525448406 2.06145538915
s 1.9777 vp02 8.3 7.5 3.28530272099 5.31397759562
d 0.1392 vp02 7.9 7.1 3.52718032326 3.9454872141
s 0.5471 vp02 8.3 7.9 0.758410960415 0.351624427567
s 0.7872 vp02 8.3 8.3 1.3804740355 4.95171957366
s 2.1949 vp02 5.9 5.9 2.49969516238 3.95310448903
d 4.4826 vp02 7.5 7.5 1.68659342936 0.245100833032
d 2.9548 vp02 6.3 6.3 2.45974753504 0.628189843955
s 5.4663 vp02 7.5 7.9 2.36524022038 2.08740795997
s 0.8674 vp02 8.3 7.9 3.49265863362 1.23517461539
s 1.468 vp02 7.9 7.9 5.53576646795 1.31557621997
s 1.6021 vp02 7.1 7.5 2.30607487499 2.11777123357
s 4.4905 vp02 6.3 6.3 0.0272894750065 3.37108787789
d 1.1057 vp02 7.5 8.3 5.85837033598 2.27668597282
s 1.0272 vp02 6.3 5.9 1.86777416754 1.7276384556
d 1.2089 vp02 6.3 7.1 5.41459295336 4.67910361041
s 0.8553 vp02 5.9 6.3 4.43956942939 1.63830490372
d 1.7855 vp02 6.3 6.7 5.85098387061 1.16617782536
s 0.7633 vp02 7.5 7.9 1.12597728449 5.10964062739
d 0.9066 vp02 6.7 7.5 3.57435336312 5.93781463045
d 1.01 vp02 7.9 5.9 5.84676703601 5.72409710552
s 1.6741 vp02 7.9 8.7 0.830522575874 1.78523850073
s 1.0752 vp02 8.3 7.1 3.01814054422 4.03671854608
s 1.0588 vp02 8.7 8.7 0.463708028244 0.367324606196
s 5.435 vp02 8.3 7.9 2.20490220554 5.93053393926
d 0.6979 vp02 7.1 5.9 0.663196567792 1.67388171255
d 0.9387 vp02 8.3 7.1 0.0111070192652 3.387904186
s 0.9632 vp02 7.1 7.1 3.48179781722 2.4082862466
d 1.3069 vp02 6.3 5.9 1.37088364223 4.69011256909
s 9.2422 vp02 6.3 7.1 1.22393612244 1.68452383226
s 0.8188 vp02 6.3 6.3 2.54488593032 1.31474352424
s 0.7158 vp02 9.1 9.1 4.62739142524 1.58846699971
d 0.4418 vp02 7.1 6.3 0.556436289118 0.311366883366
d 0.8902 vp02 6.3 6.7 1.4436851258 1.92530109923
s 0.5863 vp02 5.9 6.3 4.26604256742 1.34974830112
d 0.9303 vp02 5.9 6.7 2.65123038155 5.13456473846
s 0.6265 vp02 7.1 7.1 5.11773064019 5.03667473936
d 0.7064 vp02 5.9 7.5 0.688457376906 4.51953464112
s 7.353 vp02 5.9 6.7 4.11176730326 0.189961264024
s 0.4693 vp02 8.3 8.3 0.623068661134 3.91114477302
s 1.8432 vp02 5.9 6.7 3.29648403191 5.07593397066
d 2.3213 vp02 7.9 7.9 3.38040279329 0.0744457327887
s 1.1383 vp02 6.3 5.9 0.830083080707 2.99951084816
d 1.1217 vp02 8.3 9.1 4.34258246696 4.81582661603
s 7.3316 vp02 7.9 7.9 4.04805775535 4.40730502995
d 1.0821 vp02 7.1 6.3 3.88075105566 3.22029225792
s 1.1755 vp02 6.7 7.9 0.55280788672 1.70355636435
s 1.1785 vp02 6.7 5.9 1.59010021927 3.64792077404
d 1.2508 vp02 5.9 7.5 3.3316862925 4.41425926752
s 2.8346 vp02 7.1 7.1 5.51962660236 2.81279033971
s 1.306 vp02 7.5 7.5 6.03736847671 1.50049740436
d 3.2507 vp02 7.5 5.9 4.86102050666 4.7628811463
s 0.6513 vp02 9.1 8.7 2.59152653242 1.9214379949
s 1.3557 vp02 6.7 7.1 4.98894372903 4.28670560925
d 1.5703 vp02 7.9 9.1 4.6492627906 1.87879608983
s 1.1147 vp02 7.1 7.1 5.02141962005 3.40048843694
d 2.8182 vp02 7.9 7.9 0.341305672958 1.33382282001
d 1.8276 vp02 5.9 7.9 4.80973483294 1.86220324509
s 1.0993 vp02 8.3 8.7 0.841375151736 0.917394937747
s 1.8025 vp02 8.7 7.9 5.70910861944 3.08208365676
s 2.3785 vp02 7.9 7.5 2.26094077128 3.86059279724
d 0.7635 vp02 8.7 6.7 0.859051676523 0.178252349164
s 1.2667 vp02 8.7 9.1 2.55629202125 6.19381944062
s 1.2584 vp02 8.3 8.3 2.11586755471 1.02759191354
s 3.1232 vp02 7.5 7.9 4.88942391384 0.951926263279
d 2.1946 vp02 5.9 6.7 5.4980777272 2.19571917335
s 1.1299 vp02 7.9 7.9 4.02633541474 4.34673321531
d 0.5551 vp02 6.7 5.9 5.0686951399 1.83534808787
s 0.4023 vp02 8.7 8.3 4.91705867465 3.88101931629
s 0.7149 vp02 7.5 7.5 2.49814101367 1.2740314186
s 4.0346 vp02 7.9 6.7 4.21500868986 5.30950685819
d 3.1625 vp02 5.9 6.7 3.92096789087 2.39341241916
d 0.9381 vp02 9.1 8.3 1.0060158836 5.72388371096
d 0.8664 vp02 7.9 5.9 5.93524818733 5.75196699645
s 0.762 vp02 7.1 6.3 1.69970042768 5.56581076059
s 2.1783 vp02 5.9 6.3 1.54733646801 5.72956512262
s 0.5376 vp02 9.1 9.1 4.83248681697 2.71262762194
d 6.8132 vp02 6.7 8.3 0.466351630068 5.14734978569
d 1.4796 vp02 7.1 6.7 1.82741067885 3.68829057685
d 4.243 vp02 7.5 8.3 6.03364032724 4.39507933724
d 17.9626 vp02 8.3 8.7 1.30607828601 0.946867202383
s 0.6261 vp02 5.9 6.3 4.93865229278 3.83939207458
d 1.4511 vp02 7.5 7.5 4.49306150226 1.29982930907
s 3.2827 vp02 6.3 7.1 5.72354708744 0.95300824906
s 1.0662 vp02 7.5 7.5 3.28571669343 5.4786795939
d 0.3787 vp02 7.9 9.1 6.00626430828 4.19278333041
s 2.2103 vp02 8.7 7.9 2.83026438767 1.69704356699
s 1.7866 vp02 7.1 7.1 2.60640581751 0.453081899289
d 0.7703 vp02 5.9 7.5 3.66861253045 0.195641194645
d 0.4426 vp02 8.3 6.7 0.791417403365 3.58404412598
d 1.5309 vp02 5.9 7.5 1.72305324941 5.36015226855
d 0.7705 vp02 6.7 8.7 5.64683819545 0.796030628794
d 3.1556 vp02 7.1 5.9 4.91846367863 2.46514837298
s 1.3952 vp02 7.5 7.5 4.06230144011 6.18012752851
d 1.7855 vp02 6.3 6.7 6.1252012657 3.62142194744
d 0.8022 vp02 7.1 7.5 2.76808628668 1.24266678225
s 0.9144 vp02 7.5 7.5 5.89403904835 3.21177660809
s 1.0429 vp02 5.9 5.9 6.04932936098 3.1224170569
s 0.883 vp02 8.7 9.1 2.02407935281 4.31015110605
s 1.1539 vp02 5.9 6.3 4.17836560139 0.530184769324
d 2.5866 vp02 6.7 7.1 1.34690309158 3.93861185228
s 1.3063 vp02 9.1 9.1 2.50810701651 1.65756153555
d 0.7706 vp02 9.1 9.1 2.08094112509 1.19601175091
s 0.811 vp02 9.1 8.7 4.46117346572 0.320368103954
d 1.0261 vp02 9.1 8.7 0.243151510971 4.04250193311
s 0.7237 vp02 7.1 6.7 3.93516988592 2.58119741634
d 0.545 vp02 8.7 8.7 3.78366053848 1.57442585097
s 1.3788 vp02 6.3 6.3 2.39466964074 4.51194343037
d 0.5468 vp02 8.3 7.1 0.284861372535 0.947772577645
d 0.6187 vp02 6.3 8.7 1.26153990544 4.26357782399
s 0.4186 vp02 8.7 8.7 3.29730072603 2.85163456949
s 1.0344 vp02 7.9 8.7 4.79762379635 4.08101878267
d 1.5309 vp02 7.9 5.9 2.96910703148 5.05108651077
d 1.1943 vp02 9.1 7.5 1.74729099767 2.71216496683
d 0.579 vp02 6.7 7.9 5.63459311644 5.76114490654
d 1.2437 vp02 7.1 7.9 3.88245550004 4.39561617261
d 0.4514 vp02 6.7 5.9 1.0256543764 5.82857596953
s 0.5232 vp02 7.5 7.1 5.04387885011 5.34047009937
s 7.3235 vp02 9.1 9.1 5.0423156777 2.97561519459
s 2.243 vp02 6.7 6.3 1.63473227752 3.27126112058
d 10.6504 vp02 9.1 8.7 5.06872840357 5.83985386974
s 0.7221 vp02 6.3 6.3 0.604289582756 1.95895134575
s 0.93 vp02 9.1 8.7 1.55156779351 2.52818824101
s 1.5144 vp02 8.3 7.9 5.1052293155 0.627774371403
s 0.8914 vp02 8.3 8.3 2.43382143679 5.25272677843
d 0.3636 vp02 5.9 6.7 0.687815422144 4.623083238
s 4.6674 vp02 8.7 8.7 2.90670798558 2.41409607045
s 0.7481 vp02 8.7 8.7 0.0840085851666 4.77602848705
s 0.7797 vp02 5.9 6.3 5.27766050865 2.04708286492
d 0.3473 vp02 7.9 8.7 0.867447680162 3.5936327476
s 0.6105 vp02 6.7 6.7 4.23059267652 1.37468863042
s 0.587 vp02 5.9 5.9 5.8038241537 0.0278398772675
d 0.7877 vp02 5.9 7.5 4.37420742315 1.80811688484
d 1.4516 vp02 8.3 6.7 4.2134952986 2.55588623819
s 1.7941 vp02 7.5 6.7 3.56400490593 3.29691441979
s 1.0661 vp02 6.3 6.3 1.00334995788 1.58897252352
d 1.0702 vp02 6.3 7.1 5.62620646465 1.02768029312
s 1.4599 vp02 5.9 6.3 4.11934372677 5.18731791034
d 0.7706 vp02 6.3 7.5 5.76360237908 5.08525697972
s 0.7398 vp02 8.7 8.7 0.637760241038 4.69356650414
s 0.8834 vp02 8.3 9.1 1.26259603352 3.94733773219
d 1.7065 vp02 8.3 7.9 5.93812894198 6.14382359282
d 1.0342 vp02 6.7 7.9 5.24587789529 4.5718929234
s 0.6669 vp02 8.3 8.7 3.02967336471 6.08403500921
s 0.3878 vp02 6.3 6.3 3.19914370108 3.60267659955
d 1.3078 vp02 8.3 6.3 0.356596865035 2.38752982168
s 0.5628 vp02 9.1 9.1 4.75587719936 4.17821271735
d 1.0514 vp02 9.1 7.9 0.460034397402 5.16431444878
d 0.3875 vp02 7.9 7.9 3.63771715651 1.67840188206
d 0.5955 vp02 7.5 6.7 1.51111161438 0.974268121282
s 0.5396 vp02 6.3 6.3 1.76250180397 1.35439007358
d 0.605 vp02 8.7 7.1 5.84135832883 2.23255963351
s 0.8194 vp02 6.7 6.7 2.2788735036 2.75406559816
d 1.284 vp02 8.3 7.1 5.28600495953 2.67729958266
d 1.6594 vp02 7.5 7.1 5.77059044441 1.76781097486
s 0.5222 vp02 6.3 5.9 4.14755467093 1.69396499635
d 0.6185 vp02 6.3 7.5 1.13583579302 3.68236498156
d 2.4021 vp02 9.1 9.1 0.732970168036 2.59466838577
d 1.5066 vp02 8.3 7.5 3.74153589697 1.74885086415
d 0.9466 vp02 8.7 8.7 4.3039183894 3.07299484372
d 0.4192 vp02 7.1 8.3 0.583974463577 5.12741291355
d 2.0022 vp02 6.7 8.7 2.36954343869 4.34439863722
d 0.6322 vp02 7.1 6.3 3.31664168609 0.0382011058948
s 1.7294 vp02 8.7 8.7 5.29305736876 4.1001915004
s 1.4184 vp02 8.7 9.1 4.28172811775 4.36192768964
s 1.2982 vp02 8.7 8.7 6.23692276931 1.82385082074
s 0.7191 vp02 7.5 7.1 2.21611779603 3.20682616667
s 1.0491 vp02 8.3 7.1 2.33165460019 1.30689800412
s 0.6022 vp02 9.1 8.3 0.593663948218 2.25114238141
d 1.6106 vp02 6.3 5.9 1.05573429901 3.10992172209
s 2.8181 vp02 8.3 9.1 5.5960311717 5.41983112228
d 0.2344 vp02 7.9 8.3 0.536184831602 3.47822189217
s 0.635 vp02 6.7 6.7 6.11866930392 5.75771960417
d 0.5779 vp02 5.9 7.1 2.26858543649 4.75787558617
s 2.5707 vp02 8.3 6.7 3.3809877678 4.29694667776
d 0.3942 vp02 8.7 8.7 3.75478681966 1.03376841947
d 0.3865 vp02 8.7 6.7 2.54722776788 0.560148345331
s 0.575 vp02 6.3 5.9 0.492607081921 0.266442217653
s 1.6837 vp02 8.7 9.1 3.75358293637 6.14401944119
s 0.7229 vp02 6.3 6.7 5.90940635037 1.95320714493
d 0.884 vp02 5.9 6.7 0.31834816086 4.61764706436
d 0.4042 vp02 8.3 8.7 6.19028539515 2.46210559767
d 0.4514 vp02 6.7 7.5 0.783394403929 2.54818109681
d 0.3804 vp02 6.3 7.9 5.57136674259 4.52148157135
s 0.7802 vp02 6.7 7.1 2.43764454001 0.0983508197456
s 1.2357 vp02 7.1 7.1 5.28822085523 4.31359832147
s 1.8203 vp02 8.3 8.7 2.09292767354 2.52365239169
d 0.3637 vp02 7.5 5.9 1.81464723892 5.09012442976
d 8.1633 vp02 8.3 8.3 4.10598378822 5.26824648061
d 0.5158 vp02 7.5 8.7 4.78740137794 2.9693368027
d 0.4361 vp02 8.3 6.3 0.743443398559 2.3251701724
s 3.1073 vp02 7.9 7.9 3.13442774997 5.03730317211
s 1.8174 vp02 8.3 7.9 5.04055386149 1.88464390944
d 0.8515 vp02 7.5 8.3 3.42967661036 0.34732327824
d 0.3319 vp02 7.5 8.3 3.86363982017 5.30704204701
d 0.9159 vp02 7.9 8.7 4.20988499929 2.23126219639
s 1.5796 vp02 7.9 7.9 2.74788611894 5.46464731304
s 0.9244 vp02 7.1 6.7 0.775568768581 5.07980566119
d 1.0994 vp02 7.9 6.3 1.20461287188 0.249757252991
s 0.7155 vp02 6.7 6.7 1.71740093451 3.89780957267
s 3.5154 vp02 6.3 6.3 0.378716503512 4.28815672614
d 0.4997 vp02 7.9 8.7 3.87318157935 3.6497223923
s 3.1225 vp02 5.9 5.9 0.306262552988 4.81167230612
s 0.7553 vp02 6.3 5.9 0.709503807619 1.62308676514
d 0.5553 vp02 8.7 7.9 5.9376857858 0.483338378541
s 0.5164 vp02 9.1 7.9 3.84490437859 5.11195606574
d 0.3235 vp02 7.5 9.1 1.8296703816 5.55346923727
d 6.2764 vp02 9.1 9.1 2.4451933818 0.431298639306
s 0.3958 vp02 7.5 5.9 1.8733334617 5.36697860558
s 8.3562 vp02 5.9 6.3 1.14402509231 5.14669585566
d 5.5873 vp02 9.1 8.7 2.8409499748 0.510382916985
s 0.8823 vp02 6.7 6.3 2.31110361188 2.22120069929
s 1.3243 vp02 7.1 6.7 0.365090389051 5.51689507014
d 0.996 vp02 7.9 9.1 0.154874448491 4.99048240099
s 3.3556 vp02 8.3 7.5 3.8067761965 2.11052314181
s 0.4829 vp02 6.3 6.7 0.909083701838 1.69216484714
s 0.6595 vp02 7.1 7.1 2.50867110532 1.90234261722
s 1.972 vp02 5.9 5.9 5.2680031407 3.46730279871
d 0.9389 vp02 8.7 7.5 0.402008587173 5.4868723082
d 0.8834 vp02 6.3 7.9 1.32605300929 1.46156301813
s 0.9155 vp02 8.7 8.7 0.374715343298 0.649176625263
d 1.3322 vp02 6.7 6.3 0.436219919357 2.3578801711
s 3.4194 vp02 6.3 7.5 4.78160458884 6.12399081329
s 0.4841 vp02 8.3 7.9 0.171956860698 3.99373439532
s 0.6116 vp02 8.7 7.9 0.107439019279 3.36887837706
s 2.7802 vp02 7.1 7.9 5.50394579427 5.00442762746
s 2.5796 vp02 7.9 7.9 2.85536942261 0.599463176525
s 5.2033 vp02 6.3 6.3 5.81838369675 4.58253838724
s 0.4831 vp02 9.1 9.1 1.9166057757 3.3511701961
s 1.2014 vp02 9.1 8.7 4.10295267363 4.18493340133
s 1.3159 vp02 9.1 9.1 4.7900015711 0.423157221115
d 0.3565 vp02 7.9 6.3 0.056358455705 3.60590282609
d 2.3648 vp02 7.9 7.9 2.04367495031 4.36785746914
s 4.8602 vp02 7.1 6.7 3.66882698699 5.20329379724
s 0.6757 vp02 7.9 7.9 0.425581134117 0.752094970172
s 1.7077 vp02 7.1 7.9 4.91463699092 3.55076421527
d 7.6275 vp02 6.7 5.9 3.60068034162 1.32524831304
d 5.6407 vp02 7.1 6.3 6.22020561474 1.04674010119
d 0.3959 vp02 9.1 7.9 5.52390587045 5.15430916615
d 0.5543 vp02 8.3 7.1 4.40764648696 2.9820685109
s 1.6034 vp02 7.9 7.9 0.894421963209 0.270187654207
d 2.5316 vp02 5.9 7.5 5.32930367745 2.1313572886
d 0.9162 vp02 6.7 7.9 2.7571653061 2.89623546299
s 2.116 vp02 8.7 7.9 2.38905969728 4.63472420235
s 0.4106 vp02 6.7 6.7 2.42831393533 4.82676206992
d 1.5154 vp02 7.1 7.9 1.25835982013 2.7110892066
s 0.5555 vp02 7.5 7.9 1.21687989286 1.4233823526
d 1.2923 vp02 6.7 8.3 3.31614236683 5.80389667139
s 4.0835 vp02 7.9 7.5 1.9012169973 2.52655607989
d 2.9402 vp02 5.9 8.3 4.09372261682 2.00623011604
s 3.5555 vp02 6.7 6.7 4.91503224221 5.42955900647
s 0.5947 vp02 9.1 8.7 0.785716843206 5.64658407108
s 0.9381 vp02 7.9 7.9 0.621497906148 6.0683946041
d 0.4275 vp02 7.5 9.1 2.25887156233 1.70711599495
s 0.9875 vp02 7.9 8.3 1.82056486655 4.39073863224
s 5.4921 vp02 5.9 6.7 3.06601298879 3.84057642383
d 0.9796 vp02 7.1 6.3 3.21727181922 5.08995761446
s 0.4039 vp02 5.9 5.9 1.3953918282 0.804016264703
s 1.5795 vp02 8.3 7.5 0.928655545322 4.29260795366
s 0.62 vp02 9.1 8.7 2.67385409045 2.88959106479
d 2.2759 vp02 7.1 7.5 2.3683527529 4.62619403719
d 4.6834 vp02 6.7 7.5 0.15706180633 0.05485228319
d 3.9235 vp02 8.7 7.9 4.3460321627 2.3088619621
s 3.1474 vp02 8.3 8.3 1.60163190555 5.10464696345
s 1.9157 vp02 5.9 6.7 6.1806122242 1.9739738054
s 0.7075 vp02 8.3 8.3 0.186956542327 0.0305796048688
d 1.8534 vp02 8.3 7.1 2.76566212615 5.67505023869
s 3.7758 vp02 7.5 7.9 4.29638687727 3.27252346409
s 1.8192 vp02 9.1 8.7 3.44438117599 3.64528406111
d 2.9239 vp02 5.9 7.1 2.10640325576 0.917296145317
d 0.9876 vp02 7.9 6.7 4.06644088084 2.75341534883
d 0.9323 vp02 8.3 5.9 0.839911536498 5.67244236629
s 1.7564 vp02 7.5 7.1 5.76601423994 5.51414540636
s 0.74 vp02 7.5 7.5 0.0621124533565 2.68599442048
d 0.98 vp02 7.1 8.7 1.01086640752 3.52420328279
s 1.0202 vp02 8.3 8.3 1.18940462059 4.00917880628
s 0.9636 vp02 8.7 8.7 5.23696097817 6.06510187041
d 0.6994 vp02 7.9 5.9 3.9749341604 2.39668917711
s 1.9721 vp02 6.7 6.3 0.346608566816 6.08547071377
d 3.0521 vp02 6.7 7.1 5.43234060855 2.55494190327
d 1.1412 vp02 8.7 8.7 3.12717665193 6.07837773465
s 2.3312 vp02 5.9 6.3 1.69999081031 5.29839791323
d 2.2165 vp02 8.7 8.7 3.77357550346 0.810944361764
s 6.4356 vp02 7.1 7.5 1.06851026934 5.30324140183
s 8.9626 vp02 6.7 7.1 3.34872612697 3.82645740865
s 1.3715 vp02 9.1 8.7 5.37613113548 3.40413847902
d 4.9802 vp02 6.3 7.1 6.19540604461 4.03398237607
d 1.0674 vp02 7.1 5.9 4.69565075686 6.03510039342
s 5.2358 vp02 9.1 9.1 2.22523450034 2.7475599329
s 3.2283 vp02 6.7 6.7 2.9867461562 5.9853567668
s 1.0674 vp02 7.5 7.1 3.89549415102 4.37040494225
d 1.572 vp02 7.9 7.9 2.19274246662 5.66109488123
d 1.1874 vp02 5.9 6.7 1.28209150122 2.85896913039
d 0.5078 vp02 7.1 8.7 4.91057673686 5.20365968003
s 1.1559 vp02 9.1 9.1 1.02903969924 0.0997913943373
d 0.9713 vp02 7.1 7.5 6.02050816364 4.07641025155
d 0.4835 vp02 5.9 8.3 4.8615717432 2.880472206
d 0.6674 vp02 6.3 8.3 4.9154830007 2.4419224064
s 0.7163 vp02 7.5 7.9 1.58538554525 5.27959563465
d 2.2672 vp02 8.7 7.5 0.292751108495 1.85511121763
s 0.7394 vp02 8.3 7.9 0.774901937771 1.07533878398
d 1.7 vp02 8.3 8.7 0.772118015705 5.09099794467
d 1.9956 vp02 5.9 7.1 3.27358887205 5.51027185193
s 0.7402 vp02 9.1 8.7 2.37332204365 3.46393042413
s 3.956 vp02 6.7 5.9 2.81385634501 5.5693020596
d 0.3636 vp02 7.9 8.7 2.07678448422 4.38207114725
s 1.332 vp02 7.9 8.7 3.65027260476 4.43575168226
d 2.0039 vp02 7.1 6.3 2.02421073131 3.73718475495
s 6.2587 vp02 7.5 7.5 3.47166413301 2.70056040834
d 0.9235 vp02 7.9 7.9 2.72930558937 6.1418156269
s 6.6036 vp02 9.1 8.7 3.95561497053 0.833449598044
s 1.2989 vp02 7.1 7.1 3.45053569943 3.43471974218
d 1.2333 vp02 8.3 8.7 2.01585553603 3.04402945685
d 1.6198 vp02 7.1 7.9 3.55179692366 1.17488017823
d 0.3876 vp02 7.1 8.7 0.344563348504 5.43468314868
d 0.4024 vp02 7.9 8.3 3.83148216012 6.13908224486
s 0.8594 vp02 7.5 7.9 1.89470867642 0.434827385645
d 0.7077 vp02 7.5 8.7 1.26579878089 3.21756448962
s 1.5163 vp02 6.7 7.5 0.719659044204 0.696866480211
s 1.6035 vp02 7.1 7.1 1.34802013435 2.70299074462
s 11.5717 vp02 6.3 6.7 0.490814133237 3.270037965
d 2.0682 vp02 8.7 7.9 4.79675810737 1.78603788133
d 0.4916 vp02 7.1 5.9 4.43075221245 3.07739231488
d 2.2203 vp02 8.7 9.1 3.66584158528 1.44085342638
s 0.7401 vp02 9.1 8.3 5.06903378604 5.38948567398
s 1.7227 vp02 6.7 7.9 3.51351753449 3.17606284665
d 0.7561 vp02 8.3 7.1 1.82982868293 2.27961157849
s 3.8624 vp02 7.5 7.5 2.98891257063 1.6143131449
s 1.1559 vp02 7.9 7.1 0.0620111439846 1.4190640382
s 2.8033 vp02 5.9 7.1 5.59950697803 0.569361282479
d 1.7635 vp02 7.9 5.9 5.21681649407 1.13606050416
s 0.9237 vp02 6.3 6.3 3.83322664739 2.60639862446
s 1.8517 vp02 8.7 7.5 4.78388540062 0.506443666949
s 4.4599 vp02 9.1 7.9 1.46730136551 5.09003889129
s 2.5236 vp02 7.1 7.1 4.44321858913 2.22486801909
d 1.652 vp02 8.3 6.7 1.18626861159 3.02487689245
s 1.0834 vp02 9.1 8.3 2.04607078966 5.24428584323
s 2.8843 vp02 5.9 7.9 5.58555516783 2.32553759844
s 1.0284 vp02 8.3 8.3 2.71141541606 4.8755506182
s 9.6189 vp02 7.1 7.5 1.91249881268 4.79456172942
d 1.8113 vp02 7.1 6.7 5.025168048 2.55128572996
s 0.5637 vp02 5.9 5.9 3.32174474274 2.89711236294
s 0.5757 vp02 8.7 8.3 5.74288608545 3.59709593224
s 2.924 vp02 7.1 7.5 1.53632766196 4.60059375361
d 1.3719 vp02 5.9 6.7 5.18304066041 1.1686915602
s 2.3718 vp02 9.1 8.7 4.62288021427 3.31957778065
d 1.1626 vp02 7.5 6.7 0.307238754546 5.30446233098
d 0.9002 vp02 6.3 7.9 0.325924169865 5.17025978188
s 1.0997 vp02 6.7 5.9 3.26176352584 3.70979041373
s 0.9078 vp02 6.7 6.7 2.32861923844 0.0223970197869
s 0.8275 vp02 7.9 8.3 4.80773974288 6.21837551776
